,STATENAME,ST_CASE,VEH_NO,VE_FORMS,NUMOCCS,MAN_COLLNAME,HIT_RUN,TOW_VEH,GVWRNAME,V_CONFIGNAME,CARGO_BTNAME,HAZ_INV,ROLLOVERNAME,DEFORMEDNAME,VTRAFWAYNAME,VNUM_LANNAME,VSPD_LIMNAME,VALIGNNAME,VPROFILENAME,VSURCONDNAME,ROUTENAME,RUR_URBNAME,FUNC_SYSNAME,LGT_CONDNAME,WEATHERNAME,FATALS,DRUNK_DR,INJ_SEV,INJ_SEVNAME
75732,Washington,530208,2,2,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Minor Arterial,Daylight,Clear,1,1,0,No Apparent Injury (O)
75790,Washington,530230,1,12,2,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,60 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Cloudy,2,0,0,No Apparent Injury (O)
75791,Washington,530230,1,12,2,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,60 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Cloudy,2,0,0,No Apparent Injury (O)
75874,Washington,530252,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Other,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,60 MPH,Straight,Level,Dry,State Highway,Rural,Minor Arterial,Daylight,Clear,1,0,0,No Apparent Injury (O)
75980,Washington,530300,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Other,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,35 MPH,Curve Right,Sag (Bottom),"Mud, Dirt or Gravel",Local Street - Municipality,Urban,Major Collector,Daylight,Clear,1,1,4,Fatal Injury (K)
75985,Washington,530304,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Other,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,60 MPH,Straight,"Grade, Unknown Slope",Dry,U.S. Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,4,Fatal Injury (K)
76133,Washington,530373,2,2,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Other,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,U.S. Highway,Rural,Principal Arterial - Other,Dark - Not Lighted,Clear,1,0,0,No Apparent Injury (O)
76188,Washington,530400,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Five lanes,60 MPH,Curve - Unknown Direction,Level,Wet,Interstate,Urban,Interstate,Dark - Lighted,Rain,1,0,4,Fatal Injury (K)
76278,Washington,530447,2,2,2,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,2,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Major Collector,Dusk,Clear,1,0,0,No Apparent Injury (O)
76279,Washington,530447,2,2,2,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,2,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Major Collector,Dusk,Clear,1,0,0,No Apparent Injury (O)
76453,West Virginia,540005,1,2,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Intermodal Container Chassis,1,No Rollover,Minor Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Snow,State Highway,Rural,Principal Arterial - Other,Daylight,Snow,1,0,0,No Apparent Injury (O)
76499,West Virginia,540033,1,2,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Log,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Three lanes,65 MPH,Straight,Uphill,Wet,U.S. Highway,Rural,Principal Arterial - Other,Daylight,Cloudy,1,0,0,No Apparent Injury (O)
76586,West Virginia,540066,1,1,2,Not a Collision with Motor Vehicle In-Transport,0,2,"26,001 lbs. or more",Truck Pulling Trailer(s),Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,65 MPH,Straight,Level,Dry,U.S. Highway,Rural,Principal Arterial - Other,Dark - Not Lighted,Clear,1,0,1,Possible Injury (C)
76587,West Virginia,540066,1,1,2,Not a Collision with Motor Vehicle In-Transport,0,2,"26,001 lbs. or more",Truck Pulling Trailer(s),Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,65 MPH,Straight,Level,Dry,U.S. Highway,Rural,Principal Arterial - Other,Dark - Not Lighted,Clear,1,0,0,No Apparent Injury (O)
76643,West Virginia,540101,2,2,2,Angle,0,0,"26,001 lbs. or more","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",No Cargo Body Type,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Wet,County Road,Rural,Major Collector,Daylight,Rain,1,0,1,Possible Injury (C)
76644,West Virginia,540101,2,2,2,Angle,0,0,"26,001 lbs. or more","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",No Cargo Body Type,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Wet,County Road,Rural,Major Collector,Daylight,Rain,1,0,1,Possible Injury (C)
76700,West Virginia,540125,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Log,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,35 MPH,Straight,Level,Wet,State Highway,Rural,Major Collector,Daylight,Rain,2,0,0,No Apparent Injury (O)
76705,West Virginia,540129,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Dump,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,70 MPH,Straight,Level,Dry,Interstate,Rural,Principal Arterial - Other,Dawn,Clear,1,0,4,Fatal Injury (K)
76745,West Virginia,540150,2,2,1,Sideswipe - Same Direction,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,70 MPH,Straight,Level,Dry,Interstate,Urban,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
76770,West Virginia,540167,1,4,1,Front-to-Rear,0,5,"26,001 lbs. or more",Truck Tractor (Bobtail),Vehicle Towing Another Motor Vehicle,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,70 MPH,Straight,Uphill,Dry,Interstate,Urban,Interstate,Dark - Not Lighted,Clear,1,0,4,Fatal Injury (K)
76771,West Virginia,540167,4,4,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,70 MPH,Straight,Uphill,Dry,Interstate,Urban,Interstate,Dark - Not Lighted,Clear,1,0,0,No Apparent Injury (O)
76772,West Virginia,540168,1,6,2,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,70 MPH,Straight,Level,Dry,Interstate,Urban,Principal Arterial - Other,Daylight,Clear,1,0,2,Suspected Minor Injury (B)
76773,West Virginia,540168,1,6,2,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,70 MPH,Straight,Level,Dry,Interstate,Urban,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
76774,West Virginia,540168,2,6,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,70 MPH,Straight,Level,Dry,Interstate,Urban,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
76780,West Virginia,540168,5,6,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,70 MPH,Straight,Level,Dry,Interstate,Urban,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
76781,West Virginia,540168,6,6,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,70 MPH,Straight,Level,Dry,Interstate,Urban,Principal Arterial - Other,Daylight,Clear,1,0,4,Fatal Injury (K)
76782,West Virginia,540169,1,2,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,70 MPH,Curve Left,Downhill,Wet,Interstate,Rural,Principal Arterial - Other Freeways and Expressways,Dark - Not Lighted,Rain,1,0,0,No Apparent Injury (O)
76792,West Virginia,540174,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,40 MPH,Straight,Level,Dry,State Highway,Urban,Principal Arterial - Other,Dark - Lighted,Clear,1,1,0,No Apparent Injury (O)
76822,West Virginia,540185,1,4,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,65 MPH,Straight,Downhill,Wet,Interstate,Urban,Interstate,Dark - Not Lighted,Rain,1,0,0,No Apparent Injury (O)
76826,West Virginia,540186,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,"Rollover, Untripped",Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Curve Right,Downhill,Dry,U.S. Highway,Rural,Minor Arterial,Daylight,Clear,1,0,4,Fatal Injury (K)
76832,West Virginia,540191,1,1,2,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,Entrance/Exit Ramp,One lane,15 MPH,Curve Right,Uphill,Dry,Interstate,Urban,Principal Arterial - Other,Dark - Lighted,Clear,1,0,4,Fatal Injury (K)
76833,West Virginia,540191,1,1,2,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,Entrance/Exit Ramp,One lane,15 MPH,Curve Right,Uphill,Dry,Interstate,Urban,Principal Arterial - Other,Dark - Lighted,Clear,1,0,2,Suspected Minor Injury (B)
76861,West Virginia,540205,2,2,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Log,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Urban,Minor Collector,Daylight,Clear,1,0,0,No Apparent Injury (O)
76878,West Virginia,540212,1,12,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,70 MPH,Straight,Level,Wet,Interstate,Urban,Interstate,Daylight,Rain,1,0,0,No Apparent Injury (O)
76883,West Virginia,540212,6,12,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Functional Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,70 MPH,Straight,Level,Wet,Interstate,Urban,Interstate,Daylight,Rain,1,0,1,Possible Injury (C)
76890,West Virginia,540213,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,Entrance/Exit Ramp,Two lanes,30 MPH,Curve Left,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,4,Fatal Injury (K)
76901,West Virginia,540221,2,2,2,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Grain/ Chips/ Gravel,1,No Rollover,Functional Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,U.S. Highway,Rural,Minor Arterial,Daylight,Clear,1,0,0,No Apparent Injury (O)
76902,West Virginia,540221,2,2,2,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Grain/ Chips/ Gravel,1,No Rollover,Functional Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,U.S. Highway,Rural,Minor Arterial,Daylight,Clear,1,0,0,No Apparent Injury (O)
76931,West Virginia,540237,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Dump,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,70 MPH,Straight,Downhill,Dry,U.S. Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,2,Suspected Minor Injury (B)
76974,Wisconsin,550003,1,2,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Cargo Tank,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,70 MPH,Straight,Level,Dry,U.S. Highway,Urban,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
76985,Wisconsin,550006,1,2,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Functional Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,70 MPH,Curve Right,Downhill,Snow,Interstate,Rural,Interstate,Daylight,Snow,1,1,0,No Apparent Injury (O)
76994,Wisconsin,550011,2,2,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Minor Arterial,Dusk,Cloudy,1,0,2,Suspected Minor Injury (B)
77030,Wisconsin,550022,1,1,2,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Pulling Trailer(s),Log,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Wet,County Road,Rural,Major Collector,Daylight,Blowing Snow,1,0,0,No Apparent Injury (O)
77031,Wisconsin,550022,1,1,2,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Pulling Trailer(s),Log,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Wet,County Road,Rural,Major Collector,Daylight,Blowing Snow,1,0,0,No Apparent Injury (O)
77056,Wisconsin,550032,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Dump,1,No Rollover,Minor Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
77064,Wisconsin,550035,1,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Cargo Tank,2,No Rollover,Functional Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,65 MPH,Straight,Level,Dry,State Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,2,Suspected Minor Injury (B)
77079,Wisconsin,550040,1,2,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Cargo Tank,1,No Rollover,Functional Damage,"Two-Way, Not Divided",Four lanes,45 MPH,Curve Right,Level,Ice/Frost,State Highway,Urban,Principal Arterial - Other,Dark - Not Lighted,Cloudy,1,0,1,Possible Injury (C)
77086,Wisconsin,550044,1,2,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Cargo Tank,2,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,U.S. Highway,Rural,Principal Arterial - Other,Dawn,Cloudy,1,0,2,Suspected Minor Injury (B)
77125,Wisconsin,550061,1,1,2,Not a Collision with Motor Vehicle In-Transport,0,0,"26,001 lbs. or more","Truck More Than 10,000 lbs, Cannot Classify",Garbage/Refuse,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,70 MPH,Straight,Level,Dry,Interstate,Rural,Interstate,Daylight,Clear,1,0,2,Suspected Minor Injury (B)
77126,Wisconsin,550061,1,1,2,Not a Collision with Motor Vehicle In-Transport,0,0,"26,001 lbs. or more","Truck More Than 10,000 lbs, Cannot Classify",Garbage/Refuse,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,70 MPH,Straight,Level,Dry,Interstate,Rural,Interstate,Daylight,Clear,1,0,4,Fatal Injury (K)
77158,Wisconsin,550077,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Cargo Tank,2,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Curve Left,Downhill,Dry,U.S. Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,4,Fatal Injury (K)
77165,Wisconsin,550079,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,65 MPH,Straight,Level,Snow,Interstate,Rural,Interstate,Daylight,Snow,1,0,0,No Apparent Injury (O)
77208,Wisconsin,550099,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,No Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,45 MPH,Straight,Uphill,Dry,State Highway,Urban,Principal Arterial - Other,Dark - Not Lighted,Cloudy,1,0,0,No Apparent Injury (O)
77214,Wisconsin,550103,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Curve Right,Level,Dry,State Highway,Rural,Minor Arterial,Daylight,Clear,1,0,0,No Apparent Injury (O)
77244,Wisconsin,550116,2,2,1,Sideswipe - Opposite Direction,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Cargo Tank,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,U.S. Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
77310,Wisconsin,550141,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",Two lanes,70 MPH,Straight,Level,Dry,Interstate,Rural,Interstate,Dark - Not Lighted,Cloudy,1,0,0,No Apparent Injury (O)
77378,Wisconsin,550174,2,2,1,Front-to-Front,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Dump,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,County Road,Rural,Minor Collector,Daylight,Clear,1,0,1,Possible Injury (C)
77379,Wisconsin,550175,1,2,1,Front-to-Rear,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Other,1,No Rollover,Functional Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Wet,State Highway,Rural,Minor Arterial,Daylight,Rain,1,0,0,No Apparent Injury (O)
77397,Wisconsin,550179,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Dump,1,No Rollover,Minor Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Principal Arterial - Other,Dark - Not Lighted,Cloudy,1,0,0,No Apparent Injury (O)
77404,Wisconsin,550180,3,3,2,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,County Road,Rural,Minor Collector,Daylight,Clear,4,0,3,Suspected Serious Injury (A)
77405,Wisconsin,550180,3,3,2,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,County Road,Rural,Minor Collector,Daylight,Clear,4,0,1,Possible Injury (C)
77462,Wisconsin,550207,2,2,1,Front-to-Front,0,0,"26,001 lbs. or more","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",Flatbed,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,45 MPH,Straight,Level,Dry,State Highway,Urban,Principal Arterial - Other,Daylight,Clear,1,0,3,Suspected Serious Injury (A)
77491,Wisconsin,550221,3,3,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,No Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,70 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,2,0,1,Possible Injury (C)
77497,Wisconsin,550225,2,2,1,Front-to-Front,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Dump,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Curve Left,Level,Dry,County Road,Rural,Local,Daylight,Clear,1,0,2,Suspected Minor Injury (B)
77511,Wisconsin,550232,1,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Cargo Tank,1,No Rollover,Functional Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
77552,Wisconsin,550253,2,3,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Functional Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,70 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,0,No Apparent Injury (O)
77563,Wisconsin,550256,1,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
